name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,Free Parking,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi.1,Laundry,Pet Friendly,Outdoor Pool,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Terrace,Swimming Pool,24-Hour Front Desk,Dist,Label
Sportsmen's Lodge Hotel,91604.0,1357.0,7.7,7.9,7.8,7.5,8.0,7.0,7.9,8.1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,11.2,0
Popular Hollywood Blvd Magnificent Suite,90028.0,10.0,7.8,7.5,8.0,8.0,7.8,7.8,8.0,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,1
Epic Downtown Apartment,90017.0,6.0,8.2,8.8,8.3,8.3,8.3,7.9,10.0,7.5,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1.2,2
SureStay Collection by Best Western Saharan Hotel,90046.0,1179.0,7.0,7.1,6.8,6.5,6.9,6.7,7.3,7.9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,0
Modern Star Apartments,90017.0,16.0,8.1,8.8,8.3,8.5,8.3,7.7,8.8,7.2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0.6,2
Hotel Carmel By The Sea,90401.0,1247.0,7.4,7.6,6.9,6.4,8.1,6.5,7.3,9.2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,14.3,0
Popular Hollywood Blvd Two Story Suite,90028.0,32.0,7.8,7.9,8.1,7.8,7.5,7.1,7.5,8.4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6.2,0
Urban Downtown LA Oasis Resort Suite,90015.0,14.0,7.5,7.2,7.3,7.0,8.7,7.0,7.5,8.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,0
Urban Downtown LA Pool Table Penthouse,90015.0,18.0,7.9,6.8,8.2,8.1,8.5,6.7,7.5,8.9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,0
"The Standard, Downtown LA",90071.0,705.0,7.8,8.1,7.7,7.7,7.8,6.9,8.2,8.3,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.8,0
The Grove Luxury Suite,90036.0,6.0,7.9,7.1,7.9,8.3,7.9,7.5,8.8,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,1
Century Park Hotel LA,90064.0,131.0,7.4,7.8,7.4,6.9,8.0,6.8,8.4,7.7,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,9.9,0
Hollywood City Inn,90027.0,1492.0,7.3,7.4,7.2,7.0,7.3,7.0,7.8,7.9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5.0,0
Private Bedroom and Bathroom in Shared 2 Bedroom Apartment,90292.0,13.0,8.2,8.5,8.3,7.9,8.5,6.9,7.5,9.2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,13.0,0
Wellworth Apartments,90024.0,170.0,7.8,7.5,7.9,7.6,7.9,7.1,8.5,8.6,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,11.2,0
Cal Mar Hotel Suites,90403.0,657.0,7.7,7.6,7.5,7.2,8.1,6.8,3.7,8.9,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,14.9,0
Dunes Inn - Sunset,90028.0,648.0,7.5,7.8,7.2,7.0,7.7,7.4,8.2,8.1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,5.0,0
The Dixie Hollywood,90027.0,1986.0,7.1,7.0,6.8,6.8,7.4,6.9,7.2,7.9,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,5.0,0
Hollywood Grand Apartment,90028.0,10.0,6.9,7.0,7.5,6.3,6.0,6.8,7.8,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,1
Hollywood 5 Beds Famous Awards Pool,90028.0,26.0,7.3,7.0,6.9,7.1,7.9,6.8,8.2,6.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,6.2,0
La Quinta Inn & Suites LAX,90045.0,4039.0,7.4,7.5,7.5,7.1,7.8,7.0,8.2,7.7,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,9.9,0
Highland Gardens Hotel,90028.0,775.0,7.0,6.4,6.6,6.5,7.3,6.3,7.7,8.6,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,6.2,0
Ramada by Wyndham Los Angeles/Downtown West,90006.0,1153.0,6.9,7.3,7.1,6.8,7.3,6.5,7.4,6.7,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2.0,0
Hollywood Downtowner Inn,90028.0,1566.0,7.1,6.7,6.7,6.5,7.9,6.8,6.9,7.8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,5.0,0
O Hotel,90017.0,934.0,7.5,7.8,7.3,7.2,8.0,6.7,7.5,8.3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.1,0
Hotel Hwood Near the Sunset Strip,90028.0,743.0,7.5,7.6,7.3,6.8,7.6,7.2,7.8,8.6,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6.2,0
Penthouse Los Angeles Convention Resort Suite Pool,90015.0,24.0,7.7,8.1,8.2,8.2,7.0,7.0,8.8,7.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1.5,0
Luxury Private 2 bedroom Condo,90036.0,13.0,7.4,7.3,7.7,6.5,7.5,7.1,8.5,4.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,1
Hollywood Inn Express North,90027.0,1243.0,7.2,7.3,7.1,6.8,7.2,7.1,6.9,7.5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4.3,0
Hollywood and Sunset Furnished Apartments,90028.0,64.0,8.4,8.1,8.5,8.5,8.0,8.1,9.5,9.2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,2
Step to the beach,90292.0,6.0,6.2,6.7,5.4,6.3,6.3,4.6,7.9,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,13.0,1
Dunes Inn - Wilshire,90010.0,449.0,7.3,7.6,7.1,6.9,7.2,7.0,7.2,7.8,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,4.3,0
Chic Hollywood home - central to everything,90038.0,5.0,8.1,9.0,9.0,6.5,6.5,8.5,9.0,2.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4.3,1
Corporate Suites in Downtown LA near Staples Center,90015.0,126.0,7.2,7.2,7.5,7.3,6.7,6.8,8.9,7.8,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.3,0
Hollywood Blvd Walk of Fame Apartment,90028.0,9.0,7.5,7.5,7.5,7.8,6.1,7.0,8.9,2.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6.2,1
Ocean Suites - Coral,90405.0,36.0,8.5,8.4,8.3,8.2,8.7,8.1,9.5,9.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
Studio City Courtyard Hotel,91604.0,1021.0,7.2,7.1,7.0,6.7,7.8,6.8,7.9,7.8,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,11.2,0
Hotel Solaire Los Angeles,90017.0,1592.0,7.0,7.1,7.0,6.8,8.0,6.7,7.9,6.3,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1.7,0
Private Hollywood 4Br Villa at Melrose,90036.0,7.0,7.8,7.2,7.9,7.5,8.2,7.9,7.9,4.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,5.6,1
Hollywood Inn Express South,90026.0,2061.0,6.2,6.5,6.3,5.9,6.5,6.0,6.2,6.3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.9,0
Sunburst Spa & Suites Motel,90230.0,320.0,7.2,7.3,7.2,6.8,7.5,6.7,7.5,7.5,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,9.9,0
Popular Hollywood Blvd Premier Suite,90028.0,6.0,6.7,7.1,6.7,6.3,6.7,6.7,7.1,1.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,1
Downtown LA Gorgeous Resort Style Suite,90017.0,29.0,7.3,6.8,7.3,6.9,7.4,7.1,10.0,8.2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Fully furnished apartment in la close to Beverly Hills,90035.0,87.0,7.2,7.0,7.1,7.1,7.1,7.2,7.2,7.9,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,7.5,0
Luxury Downtown Vacation Home with Parking,90017.0,6.0,9.7,10.0,10.0,10.0,9.6,9.6,9.2,5.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1.2,1
Westwood Two Bedroom #2,90024.0,21.0,9.3,9.4,9.2,9.2,9.7,8.6,9.0,9.5,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,11.2,2
Ocean Park Hotel,90405.0,1965.0,7.4,7.8,6.8,6.7,8.5,7.0,7.8,7.6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11.8,0
Modern 3 bedrooms 2 bathrooms Mid City,90006.0,5.0,7.9,8.5,8.5,8.5,8.0,7.0,7.0,1.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3.1,1
Downtown LA City View Suite,90017.0,13.0,7.8,7.9,7.7,7.9,7.5,7.7,10.0,7.9,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Gateway Hotel Santa Monica,90404.0,1178.0,8.2,8.7,8.3,7.9,8.7,7.6,8.7,8.0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,13.7,0
Hollywood Walk of Fame Furnished Apartments,90028.0,52.0,7.0,6.6,7.0,6.6,6.6,6.5,9.3,8.4,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,0
Luxury Studio Next to LA Live,90015.0,7.0,6.1,6.8,6.8,6.4,4.7,4.3,10.0,7.5,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1.3,0
Avalon Hotel Beverly Hills,90212.0,233.0,7.7,8.0,7.7,7.4,8.2,6.7,8.6,8.3,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,8.7,0
Loews Santa Monica Beach Hotel,90401.0,950.0,8.6,9.0,8.9,8.7,8.5,7.1,8.2,9.3,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,14.3,2
Ginosi Metropolitan Apartel,90028.0,96.0,8.1,8.0,8.2,8.0,8.2,7.6,8.5,8.4,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,5.0,0
Holiday Inn Los Angeles - LAX Airport,90045.0,1352.0,7.0,7.2,7.2,6.7,7.4,6.3,7.1,7.4,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,9.9,0
Chateau Marmont,90046.0,355.0,8.7,9.0,8.9,8.7,8.8,7.5,8.8,9.3,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,7.5,2
Walk of Fame Apartment in Hollywood,90028.0,44.0,7.6,7.3,7.1,7.6,6.9,7.5,8.3,9.2,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,6.2,0
Fabulous Walk of Fame Apartment in Hollywood,90028.0,46.0,7.7,7.5,7.5,7.4,7.5,7.1,9.4,9.1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,0
Walk of Fame Suite in Hollywood,90028.0,8.0,6.3,6.0,6.6,5.6,5.6,5.6,8.1,1.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5.6,1
Jamaica Bay Inn,90292.0,191.0,8.5,9.0,8.7,8.4,8.6,7.2,9.2,9.0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,13.0,2
The Mayfair Hotel,90017.0,1621.0,6.9,7.2,7.0,6.3,7.5,6.5,8.0,6.7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1.4,0
Hollywood Bed & Breakfast,90046.0,115.0,9.2,9.6,9.2,9.1,9.6,8.6,9.2,9.3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,7.5,2
Shutters On The Beach,90405.0,464.0,8.8,9.3,9.1,8.8,8.9,7.2,9.4,8.6,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,14.3,2
Noon on Sunset Hill,90026.0,37.0,8.4,8.8,8.9,8.6,7.6,8.2,9.5,8.4,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1.7,2
Ocean Suites - Sail,90405.0,20.0,9.4,9.8,9.0,9.4,9.4,8.8,8.8,9.9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
Fully Furnished Apt in LA Downtown,90010.0,52.0,7.9,8.0,8.4,7.8,7.3,7.5,8.8,8.3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2.9,0
Hollywood 6 Beds Superstar Pool,90028.0,30.0,7.8,7.3,7.7,7.9,7.8,7.3,9.4,8.6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5.6,0
Miyako Hotel Los Angeles,90012.0,783.0,8.3,8.7,8.6,8.1,8.8,7.5,8.5,8.4,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1300.0,2
Best Western Airport Plaza Inn,90302.0,849.0,7.5,7.8,7.5,7.2,8.1,7.2,8.4,7.2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,8.7,0
Hollywood Celebrity Hotel,90028.0,1715.0,8.7,8.8,8.3,8.2,9.3,8.0,8.3,9.5,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,6.2,2
Hollywood Orchid Suites,90028.0,687.0,9.0,9.0,8.9,8.7,9.4,8.6,7.9,9.6,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,6.2,2
Ocean Suites - Sand,90405.0,17.0,8.5,8.2,8.1,8.2,8.7,8.0,7.5,9.9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,0
Villa Brasil Motel,90066.0,34.0,9.2,9.3,9.1,9.0,9.5,9.0,8.5,9.1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,10.6,2
Venice Beach Suites & Hotel,90291.0,347.0,8.2,8.2,7.8,7.7,9.2,7.1,9.1,9.0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,13.7,0
Hollywood Loft,90028.0,17.0,8.0,8.4,8.4,8.0,7.5,7.1,10.0,8.5,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6.2,2
Ocean Suites - Ocean,90405.0,11.0,8.3,8.4,7.7,8.9,8.9,7.1,9.1,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,1
Downtown LA Superb 5 Beds 2 BR Pool,90017.0,10.0,7.9,8.5,8.3,8.0,7.5,7.5,5.0,7.5,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,0
Hollywood Bellucci Apartment,90028.0,57.0,8.0,8.1,8.1,8.0,7.9,7.8,10.0,8.4,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,5.0,2
Ocean Style Studio Venice Beach,90292.0,6.0,7.7,7.5,7.5,7.9,8.3,6.7,10.0,8.3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,13.0,0
Travelodge by Wyndham Santa Monica,90405.0,1440.0,8.0,8.5,8.0,7.9,8.7,7.4,8.4,7.8,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,11.8,0
Westwood Two Bedroom #1,90024.0,12.0,9.3,9.6,9.6,9.2,9.4,8.3,10.0,9.8,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,11.2,2
Ocean Suites - Sunset,90405.0,23.0,9.0,8.8,9.0,8.8,9.3,8.2,8.3,9.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
Ocean Suites - Shell,90405.0,16.0,8.9,8.6,8.9,8.8,8.8,8.6,9.7,8.6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
The Kinney - Venice Beach,90292.0,915.0,8.6,9.1,9.0,8.5,8.9,7.9,8.2,8.4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,12.4,2
Amazing Apartment in Santa Monica,90025.0,27.0,7.4,7.2,7.5,7.1,7.7,6.7,10.0,8.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,12.4,0
Boutique Citrus Apartments,90028.0,11.0,9.1,9.3,9.1,8.9,9.1,9.1,10.0,9.3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.2,2
Bayside Hotel,90405.0,1387.0,7.9,8.1,7.9,7.4,8.0,6.9,7.9,9.1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,14.3,0
Downtown Victorian PH 6Beds W Pools,90017.0,23.0,7.0,7.3,7.5,6.6,6.5,6.5,9.2,7.5,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,0
Venice House on the Canals,90291.0,11.0,8.5,7.3,9.1,8.0,8.3,8.4,10.0,9.8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.0,2
Hilgard House Westwood Village,90024.0,353.0,8.2,8.2,8.2,7.6,8.7,7.5,8.4,9.1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,11.2,0
West Hollywood Studio,90069.0,9.0,9.2,9.7,9.1,10.0,9.2,8.5,8.8,7.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,8.1,2
Best Western Royal Palace Inn & Suites,90064.0,373.0,8.0,8.3,8.1,7.8,8.6,7.5,8.3,7.9,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,10.6,0
Downtown Venus Apartment,90017.0,67.0,8.4,8.8,8.7,8.6,8.0,8.0,9.1,8.3,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1.2,2
Marina del Rey Hotel,90292.0,342.0,8.6,9.2,9.0,8.6,8.6,7.7,8.8,8.8,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,12.4,2
The Willow,90038.0,264.0,8.0,8.4,8.0,8.1,7.7,7.8,8.8,8.3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,5.0,0
"Sunset Strip 1-Bedroom with Balcony, Pool and Views",90046.0,6.0,9.9,10.0,10.0,10.0,9.6,9.6,10.0,6.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,7.5,2
Contemporary Apartment in Downtown LA,90015.0,16.0,7.0,6.7,7.3,7.3,7.0,6.8,6.3,7.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.5,0
Garden Cottage B&B,90048.0,37.0,9.7,9.7,9.6,9.7,9.9,9.3,10.0,9.8,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6.8,2
NEW! LUXURY SUITE with Parking!,90017.0,6.0,9.0,8.8,8.8,9.2,9.2,8.8,9.2,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.1,1
El Royale Hotel - Near Universal Studios Hollywood,91604.0,1022.0,9.1,9.3,9.0,8.7,9.6,8.6,9.0,9.2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9.3,2
Clean and Nice Single Room,90037.0,5.0,9.3,9.0,9.5,9.0,9.5,9.5,9.5,4.0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3.7,1
Urban Downtown LA Floor To Ceiling Penthouse,90015.0,9.0,7.5,7.0,7.8,7.8,7.0,7.2,10.0,8.1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1.3,0
36 Story Amazing View Penthouse,90015.0,7.0,9.3,9.2,9.2,9.6,8.2,9.6,5.0,10.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1.1,0
Ocean Suites - Pier,90405.0,19.0,8.3,8.7,8.4,7.9,7.9,7.8,8.8,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14.3,2
Elaine's Hollywood Bed & Breakfast,90046.0,288.0,9.1,9.1,9.0,8.9,9.4,8.8,9.6,9.6,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,6.8,2
Audrey House,90020.0,18.0,9.0,8.6,9.3,9.0,9.5,8.9,10.0,8.9,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2.9,2
Amazing Apartment Hollywood Blvd 2bd/bth,90028.0,14.0,9.0,9.3,9.5,8.8,8.6,8.9,10.0,8.9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.0,2
Downtown LA 5bed Royal Penthouse,90017.0,9.0,8.9,8.9,9.5,9.5,7.8,8.9,8.6,6.0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,1
"Luxury, Hollywood Modern",90028.0,12.0,9.4,9.4,9.6,9.4,9.4,9.0,9.6,10.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5.6,2
Royal Palace Westwood Hotel,90024.0,475.0,8.3,8.4,8.4,7.9,8.2,7.8,8.1,9.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,11.2,0
Downtown LA Elegant 2BR Pool Suite,90017.0,19.0,8.1,8.2,8.4,8.4,8.2,7.8,9.2,7.9,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.3,2
The Culver Hotel,90232.0,125.0,8.9,9.2,9.0,8.8,9.0,8.1,9.0,9.2,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,8.7,2
Freehand Los Angeles,90014.0,2691.0,8.6,8.9,8.4,8.5,8.8,8.1,8.8,8.8,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0.9,2
Sea Blue Hotel,90401.0,1488.0,7.9,7.7,7.6,7.1,8.5,6.9,7.6,9.3,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,14.3,0
Ocean View Hotel,90401.0,857.0,8.1,8.5,8.1,7.6,8.5,6.7,7.8,9.2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,14.3,0
Comforting Hollywood Getaway,90027.0,11.0,8.8,8.0,8.9,8.6,9.6,8.9,9.1,7.0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,5.0,2
Popular Private luxury Room in shared apartment in Hollywood,90028.0,14.0,7.4,7.0,7.5,7.5,7.0,6.8,10.0,8.6,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.2,0
"HUGE AND STYLISH 2 BDR APARTMENT, BEST LOCATION IN LA",90036.0,5.0,8.7,8.0,9.5,9.0,7.5,8.5,9.5,2.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6.2,1
