name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist
Heritage Hotel New York City,10010.0,3316.0,7.2,7.2,6.7,6.5,7.5,6.7,7.6,8.6,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.8
Solita Soho Hotel,10013.0,669.0,7.7,7.8,7.3,7.0,8.3,7.4,8.6,8.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3.1
The Gallivant Times Square,10036.0,6556.0,7.2,7.2,6.9,6.6,7.1,6.6,7.7,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,3100.0
Concorde Hotel New York,10022.0,77.0,9.2,9.5,9.2,8.6,9.5,8.8,8.3,9.4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.8
Times Square Lux Highrise,10036.0,104.0,7.0,6.9,7.1,7.1,6.7,6.3,8.8,8.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.0
Days Inn by Wyndham Hotel New York City-Broadway,10025.0,5582.0,6.8,6.6,6.4,6.1,7.3,6.3,6.7,7.8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1.8
Westgate New York City,10017.0,1438.0,7.5,7.7,7.5,7.0,7.6,6.9,5.7,8.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1.4
Midtown East Spacious Apartment,10022.0,53.0,6.5,5.8,5.8,5.8,6.4,6.3,9.0,8.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1.1
Amsterdam Court Hotel,10019.0,1861.0,7.3,7.0,6.6,6.3,8.0,6.7,4.9,9.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2600.0
Hotel Stanford NYC,10001.0,2962.0,8.0,8.0,7.6,7.2,8.2,7.5,6.7,9.2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1.4
Night Hotel Times Square,10036.0,2946.0,7.5,7.7,6.7,6.9,8.0,6.8,8.2,9.2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.7
Spacious Apartment in Prime Location,10024.0,22.0,7.6,7.3,7.6,7.5,7.6,7.6,10.0,8.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.3
DoubleTree by Hilton New York Times Square South,10018.0,1533.0,7.4,7.5,7.1,6.9,8.0,6.7,7.9,8.0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.2
Hotel Marrakech,10025.0,3182.0,6.8,6.7,6.2,6.0,7.8,6.4,6.9,7.8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,2.3
The Ludlow Hotel,10002.0,1568.0,9.1,9.5,9.2,9.1,9.1,8.3,9.5,9.3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.1
The Quin,10019.0,1771.0,8.8,9.0,8.8,8.5,9.1,7.8,9.1,9.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1800.0
The Marlton Hotel,10011.0,1359.0,8.7,9.2,8.4,8.4,8.9,7.8,9.2,9.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2.6
FiDi 3bed/2baths,10038.0,5.0,8.2,8.5,7.5,8.5,8.5,7.0,9.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3.7
Hotel Beacon,10023.0,3175.0,8.8,8.9,9.0,8.6,8.8,8.3,9.0,9.4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.9
Beautiful apartment next to Central Park,10024.0,34.0,7.2,6.5,7.4,7.0,7.2,6.6,9.2,8.6,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1.3
The Pearl Hotel,10019.0,1587.0,9.0,9.2,8.9,8.7,9.2,8.0,9.0,9.6,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2800.0
Soho Grand Hotel,10013.0,1949.0,8.5,8.7,8.5,8.3,8.7,7.7,8.4,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1
Oakwood Aurora Midtown East,10016.0,6.0,8.6,8.8,9.6,9.2,7.9,7.5,8.8,2.0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1.5
The Wagner Hotel,10004.0,122.0,9.3,9.6,9.5,9.1,9.5,8.6,7.9,9.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,4.3
Washington Square Hotel,10011.0,1578.0,8.6,8.8,8.3,8.1,9.0,7.9,8.9,9.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,2.6
Carnegie Hotel,10019.0,1226.0,8.9,9.4,8.8,8.5,9.1,8.1,9.0,9.6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1500.0
Pod 39,10016.0,7718.0,8.2,8.7,7.5,7.8,8.3,7.6,8.7,9.1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1.3
Murray Hill East Suites,10016.0,39.0,8.7,7.9,8.6,8.1,9.4,8.4,7.7,9.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1.3
YOTEL New York Times Square,10036.0,2706.0,8.3,8.5,8.2,8.1,8.3,7.7,8.8,8.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.0
The Manhattan Club,10019.0,650.0,8.5,8.6,8.5,8.1,8.3,7.8,8.6,9.4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1150.0
Luxury Suites in Murray Hill,10016.0,17.0,8.3,8.5,8.2,8.0,7.8,8.1,10.0,9.0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1.6
The Knickerbocker,10036.0,2319.0,8.8,9.0,9.1,8.7,8.8,7.8,9.2,9.5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.9
Pod Times Square,10036.0,3907.0,8.7,9.1,8.3,8.3,8.9,8.2,8.9,9.4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0.9
3 BEDROOM 1 BATHROOM TIMES SQUARE D,10019.0,29.0,8.2,7.9,7.8,7.8,8.3,8.3,8.8,9.3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2300.0
Studio Plus - Midtown Spacious Apartment,10001.0,27.0,7.4,7.1,7.0,7.3,7.5,6.8,8.3,8.3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
Excelsior Hotel,10024.0,1114.0,8.4,8.7,8.5,8.0,8.3,7.9,5.4,9.2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1.1
Royalton Park Avenue,10016.0,1119.0,8.7,9.0,9.0,8.7,8.7,7.8,8.8,9.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1.7
Embassy Suites By Hilton New York Midtown Manhattan,10018.0,145.0,8.4,8.4,8.5,8.2,8.1,7.7,8.2,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.2
The Bowery Hotel,10003.0,763.0,9.1,9.4,9.3,9.0,9.4,8.1,9.5,9.4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3.0
W New York - Times Square,10036.0,1748.0,7.9,8.0,7.9,7.6,8.0,6.8,6.2,9.1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7
Best Western Plus Hospitality House Suites,10022.0,602.0,8.5,8.6,8.4,8.0,8.8,8.0,8.7,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1.0
Hilton Garden Inn New York/Midtown Park Avenue,10016.0,2304.0,8.6,8.9,8.4,8.2,8.7,7.9,8.4,9.1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1.5
"NYC Charmer, Central Park/Lincoln Center",10023.0,5.0,9.7,9.0,9.5,9.5,10.0,10.0,10.0,4.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2600.0
Harlem Grand,10027.0,24.0,8.5,9.0,8.6,7.8,8.7,8.2,7.5,8.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.1
Hamilton Heights Lovely Apartments,10031.0,46.0,7.1,7.2,7.3,7.0,7.6,6.8,8.5,6.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.7
The Skyline Hotel New York,10019.0,930.0,8.0,8.1,8.1,7.6,8.1,7.6,4.1,8.5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6
Baccarat Hotel and Residences New York,10019.0,272.0,9.3,9.6,9.5,9.4,9.3,8.2,9.5,9.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2950.0
The French Quarters,10036.0,1682.0,9.2,9.4,9.1,9.0,9.5,8.7,9.2,9.6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0.7
Renaissance New York Midtown Hotel,10001.0,1412.0,9.0,9.3,9.1,8.9,8.9,8.1,9.0,9.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.2
"The Renwick Hotel New York City, Curio Collection by Hilton",10016.0,928.0,8.5,8.7,8.7,8.1,8.4,7.8,8.8,9.3,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1.3
Chelsea Pines Inn,10014.0,1097.0,8.4,8.6,7.9,7.8,8.7,8.1,8.6,9.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2.2
HI NYC Hostel,10025.0,10889.0,8.5,8.6,8.1,8.6,8.7,8.2,8.9,8.5,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,2.3
CITY ROOMS NYC - Times Square,10036.0,589.0,8.7,8.7,8.0,7.9,9.3,8.4,9.3,9.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6
Belnord Hotel,10024.0,3252.0,8.0,8.6,7.4,7.5,8.0,7.7,7.6,8.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1.5
The Redbury New York,10016.0,3355.0,8.1,8.4,8.0,7.8,8.1,7.4,8.0,8.9,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1.6
Refinery Hotel - New York,10018.0,764.0,8.9,9.1,9.0,8.7,9.2,8.0,9.1,9.4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.1
The Surrey,10021.0,269.0,8.6,9.0,8.9,8.5,8.5,7.5,8.1,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.1
Millennium Hilton New York Downtown,10007.0,2651.0,8.2,8.3,8.3,8.0,8.1,7.6,5.8,9.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,3.7
Pod 51,10022.0,8007.0,8.0,8.5,7.4,7.6,7.9,7.6,8.8,8.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1.1
Bryant Park Hotel,10018.0,1022.0,9.2,9.6,9.3,8.9,9.4,8.3,9.4,9.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1.1
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,10018.0,681.0,8.5,8.7,8.3,8.0,8.8,7.5,9.1,9.3,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.2
Courtyard by Marriott New York Manhattan/Herald Square,10001.0,774.0,8.5,8.8,8.4,8.1,8.8,7.7,9.2,9.5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.3
Royalton New York,10036.0,981.0,8.1,8.3,8.1,7.6,8.3,7.3,8.0,9.2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0.8
The Westin New York Grand Central,10017.0,1042.0,8.1,8.3,8.4,7.9,7.8,7.2,5.2,8.8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1.3
TEN15NYC,10018.0,242.0,8.2,8.5,7.9,7.8,7.9,7.8,9.1,9.4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.1
Leo House,10011.0,2384.0,8.2,8.4,7.5,7.3,8.5,8.5,8.7,9.2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.8
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,10019.0,523.0,8.6,9.0,8.5,8.4,9.2,8.0,9.0,8.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2450.0
Premium Apartments-Time Square,10018.0,12.0,8.6,8.3,8.3,8.8,9.0,8.3,7.5,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0
Stylish 2BR Apartment in UWS,10024.0,6.0,8.4,7.9,7.5,8.3,7.9,9.0,9.6,3.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1.1
Hotel Metro,10001.0,1029.0,8.5,8.7,8.5,8.0,8.5,7.8,8.0,9.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1.3
Mandarin Oriental New York,10023.0,209.0,8.6,9.0,8.9,8.5,8.9,7.0,6.6,9.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,500.0
The Maritime Hotel,10011.0,615.0,8.9,9.2,8.8,8.8,9.2,8.2,9.0,9.4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,2.1
The Jane,10014.0,2622.0,8.0,8.1,7.0,7.6,8.7,7.9,8.2,8.9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2.5
NobleDEN Hotel,10013.0,900.0,9.0,9.6,9.2,8.7,9.0,8.5,8.8,9.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,3.1
Gardens Suites Hotel by Affinia,10065.0,437.0,8.4,8.6,8.6,8.1,8.6,7.6,8.1,8.9,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1.0
Garden House with 2 Bedroom,10019.0,14.0,8.3,8.0,7.9,7.9,9.1,7.3,10.0,9.7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2950.0
Four Seasons Hotel New York,10022.0,88.0,8.8,9.3,8.8,8.6,9.0,7.6,9.5,9.3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.7
Nice and Renovated Apartments near Times Square,10018.0,9.0,7.5,6.7,7.0,6.7,7.8,7.5,9.2,2.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.1
Hampton Inn Madison Square Garden,10001.0,1125.0,8.6,8.8,8.2,8.2,9.1,8.0,8.5,9.3,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.5
AC Hotel by Marriott New York Times Square,10018.0,27.0,8.4,8.6,8.3,8.3,8.5,7.5,8.8,9.1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1.0
Roger Smith Hotel,10017.0,596.0,8.5,8.5,8.4,7.9,8.8,8.0,8.9,9.3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1.0
Courtyard by Marriott New York Manhattan/ Fifth Avenue,10016.0,322.0,7.9,8.2,7.7,7.3,8.0,7.1,8.6,9.2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1.1
Hôtel Plaza Athénée,10065.0,546.0,8.6,9.0,8.6,8.3,9.0,7.7,8.7,9.3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.7
Home In The Heart Of East Village,10009.0,6.0,7.0,6.3,6.7,7.1,8.3,5.8,7.5,7.9,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2.9
Aloft Harlem,10027.0,931.0,8.5,8.8,8.6,8.4,8.9,7.9,8.5,8.2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,3.1
PermaGO Seaport,10038.0,9.0,7.8,8.3,7.8,7.2,8.1,7.0,7.5,8.8,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,4.3
Broome Street Apartment - Lower East Side #19,10002.0,14.0,7.6,8.2,7.0,7.3,7.7,7.3,7.9,5.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.1
NYLO New York City,10024.0,1338.0,8.2,8.4,8.4,8.0,8.2,7.5,8.1,8.9,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.0
The Plaza,10019.0,487.0,8.5,8.8,8.9,8.5,8.4,7.4,6.5,9.3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2600.0
The Kimberly Hotel & Suites,10022.0,594.0,9.2,9.4,9.4,9.0,9.3,8.6,6.2,9.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1.0
The Townhouse Inn of Chelsea,10011.0,337.0,8.6,8.7,8.4,8.2,9.0,8.3,8.2,9.3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1.8
Harlem Lofts,10027.0,13.0,9.2,10.0,9.4,9.4,9.2,8.5,8.8,8.7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.1
Hotel Alexander,10025.0,45.0,8.1,8.0,7.7,7.6,8.3,8.4,6.2,8.6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.9
3 West Club,10019.0,369.0,8.2,8.5,7.7,7.4,8.6,7.7,8.3,9.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0.7
Beauty Near Times Square,10019.0,24.0,8.5,8.8,7.7,7.6,8.7,8.2,9.0,9.8,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2300.0
The William,10016.0,715.0,8.9,9.2,9.1,8.7,9.0,8.2,9.0,9.4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.2
"Hotel Henri New York, A Wyndham Hotel",10010.0,501.0,7.6,7.6,7.4,6.9,8.0,7.0,8.1,8.7,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1.8
WestHouse Hotel New York,10019.0,704.0,8.2,8.4,8.4,7.9,8.5,7.1,8.9,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1300.0
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,10001.0,1103.0,8.5,8.7,8.5,8.2,8.6,7.9,8.6,9.2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1.3
Hotel Elysee by Library Hotel Collection,10022.0,656.0,9.1,9.4,9.0,8.7,9.5,8.6,9.1,9.7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0.7
New York Marriott Downtown,10006.0,587.0,8.4,8.7,8.4,8.1,8.5,7.7,6.9,9.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,4.3
Hotel Mimosa,10002.0,492.0,8.3,8.5,8.0,7.9,9.2,8.1,9.2,8.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3.7
W New York - Union Square,10003.0,178.0,8.3,8.6,8.6,8.1,8.2,7.2,5.1,9.1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2.2
Athenas Domus CS,10011.0,31.0,9.4,9.8,9.5,9.5,9.1,8.9,10.0,9.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0
"The Chatwal, a Luxury Collection Hotel, New York City",10036.0,123.0,8.9,9.4,9.0,8.7,9.1,7.8,8.4,9.6,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.8
Hotel Mulberry,10013.0,717.0,8.6,9.0,8.7,8.1,8.9,8.2,8.1,8.6,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,3.7
Hotel Giraffe by Library Hotel Collection,10016.0,455.0,9.4,9.6,9.5,9.1,9.7,8.8,9.4,9.6,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.8
Fitzpatrick Manhattan,10022.0,543.0,8.8,9.1,8.8,8.3,9.1,8.2,4.8,9.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0.9
Renaissance New York Times Square Hotel,10036.0,348.0,8.2,8.3,8.3,7.8,8.2,7.1,6.3,9.5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.6
The Sherry Netherland,10022.0,183.0,9.3,9.5,9.5,9.0,9.6,8.5,9.4,9.8,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2950.0
Nice Apartment in the Heart of Upper East Side,10028.0,18.0,8.5,8.2,8.3,8.3,8.3,8.5,10.0,9.2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.8
Sago Hotel,10002.0,204.0,8.8,9.2,8.9,8.6,9.1,8.0,9.0,9.0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3.1
Jun New York Mid Town II,10001.0,30.0,8.3,7.9,7.8,7.9,8.3,8.1,9.4,9.6,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
Library Hotel by Library Hotel Collection,10017.0,464.0,9.3,9.6,9.2,9.2,9.7,8.4,9.6,9.6,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.1
The Marmara Manhattan,10128.0,170.0,8.7,8.6,8.9,8.4,9.1,8.2,8.1,8.8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2.1
Lower East Side 3 Bedroom,10002.0,14.0,8.2,8.9,8.8,8.4,8.4,7.7,7.0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,3.1
San Carlos Hotel New York,10022.0,999.0,8.9,9.1,8.9,8.6,9.4,8.3,9.2,9.3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.0
Jenny's Apartments - Upper East Side,10029.0,40.0,8.8,9.5,8.6,8.1,9.5,8.6,9.5,8.2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2.6
Athenas Domus HL,10011.0,14.0,8.6,8.9,8.4,8.6,8.6,8.4,9.2,8.8,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,2.1
Serviced Concierge Elevator 1 BDR,10017.0,9.0,8.3,7.0,7.5,8.3,9.5,7.8,7.5,9.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1.3
Super Comfortable Times Sqr Central Park Broadway,10019.0,67.0,8.4,8.1,7.8,8.2,8.6,8.1,8.8,9.5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1800.0
Modern Three Bedroom Apartment - Upper East Side,10075.0,10.0,8.3,9.0,8.3,8.8,7.8,7.3,10.0,8.8,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1.5
Gild Hall - A Thompson Hotel,10038.0,720.0,9.0,9.3,9.2,8.9,9.4,8.5,8.7,9.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,4.3
Jazz on Columbus Circle Hostel,10019.0,2655.0,8.0,8.1,7.6,7.5,7.8,7.6,7.8,9.3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1000.0
Fitzpatrick Grand Central,10017.0,636.0,9.0,9.2,9.0,8.6,9.3,8.4,4.3,9.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1.1
The High Line Hotel,10011.0,242.0,8.6,8.8,8.8,8.1,8.9,7.4,9.3,9.2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,2.0
